rnd_pct_silica_concentrate,avg_ore_pulp_ph,avg_pct_iron_feed,avg_pct_silica_feed
1.0,9.837234779579402,56.60151996368286,14.417486778684545
4.0,9.682237009094782,55.94212678524133,15.109908232592709
3.0,9.72016106701228,56.22711581947581,14.688129207875257
2.0,9.780427649334277,56.43804148927792,14.346264279276093
6.0,9.83841199312715,51.942192439862666,20.06037800687284
5.0,9.653171644741029,55.054229969945204,16.398181506366896
